AllGroups	DefaultGroups	EvenOdd	G1	G2	G3	G4	G5	G6	LibraryID	MQScore	MZErrorPPM	MassDiff	ProteoSAFeClusterLink	RTMean	RTStdErr	Smiles	SpectrumID	UniqueFileSources	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3492	594.7	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3492	383	1	304.347	1	304.347	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3493	378.39	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3493	66	1	848.629	1	848.629	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3494	267.28	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3494	985	1	376.269	1	376.269	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3495	557.36	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3495	-1	1	815.593	1	815.593	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3496	217.57	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3496	90	1	343.172	1	343.172	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3497	417.46	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3497	-1	1	730.457	1	730.457	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3498	224.53	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3498	358	1	428.285	1	428.285	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3499	342.81	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3499	-1	1	97.5139	1	97.5139	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3500	305.36	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3500	-1	1	623.362	1	623.362	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3501	187.79	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3501	348	1	692.404	1	692.404	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3502	491.14	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3502	-1	1	719.521	1	719.521	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3503	457.57	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3503	-1	1	872.299	1	872.299	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3504	198.01	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3504	209	1	425.204	1	425.204	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3505	441.07	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3505	764	1	587.423	1	587.423	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3506	508.85	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3506	148	1	642.477	1	642.477	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3507	284.17	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3507	-1	1	430.32	1	430.32	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3508	500.15	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3508	78	1	695.99	1	695.99	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3509	470.86	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3509	-1	1	1023.73	1	1023.73	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3510	410.56	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3510	141	1	708.469	1	708.469	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3511	497.66	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3511	111	1	764.525	1	764.525	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3512	380.6	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3512	-1	1	641.405	1	641.405	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3513	602.26	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3513	-1	1	671.473	1	671.473	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3514	297.91	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3514	-1	1	959.966	1	959.966	0
 	G1	1	1	0	0	0	0	0	putative Dihydrosphingosine (19:0)	0.856147	310156	98.109	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3515	462.1	0.0	 	CCMSLIB00000479786	1807_Psoriasis_GNPS_v2.mgf	1	3515	22	1	414.43	1	414.43	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3516	457.01	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3516	-1	1	736.527	1	736.527	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3517	450.04	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3517	-1	1	893.615	1	893.615	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3518	291.98	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3518	7	1	402.249	1	402.249	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3519	598.31	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3519	-1	1	635.459	1	635.459	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3520	598.65	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3520	-1	1	647.469	1	647.469	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3521	502.11	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3521	-1	1	657.477	1	657.477	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3522	90.85	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3522	-1	1	257.247	1	257.247	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3523	149.63	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3523	-1	1	203.138	1	203.138	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3524	306.4	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3524	330	1	556.37	1	556.37	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3525	144.69	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3525	-1	1	98.0133	1	98.0133	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3526	348.6	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3526	-1	1	677.442	1	677.442	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3527	537.78	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3527	-1	1	609.941	1	609.941	0
 	G1	0	1	0	0	0	0	0	Butyl oleate	0.772168	165213	56.0612	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3528	566.28	0.0	CCCCCCCCC=CCCCCCCCC(=O)OCCCC	CCMSLIB00003306456	1807_Psoriasis_GNPS_v2.mgf	1	3528	49	1	395.387	1	395.387	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3529	311.94	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3529	-1	1	397.163	1	397.163	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3530	426.66	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3530	-1	1	305.246	1	305.246	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3531	264.59	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3531	-1	1	441.153	1	441.153	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3532	163.1	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3532	15	1	446.26	1	446.26	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3533	331.98	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3533	-1	1	679.422	1	679.422	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3534	428.66	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3534	-1	1	708.424	1	708.424	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3535	602.86	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3535	-1	1	741.531	1	741.531	0
 	G1	0	1	0	0	0	0	0	Dicyclohexano-24-crown-8	0.744363	218376	60.0938	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3536	360.1	0.0	C1CCC2C(C1)OCCOCCOCCOC3CCCCC3OCCOCCOCCO2	CCMSLIB00003723400	1807_Psoriasis_GNPS_v2.mgf	1	3536	-1	1	335.279	1	335.279	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3537	216.14	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3537	-1	1	535.817	1	535.817	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3538	451.02	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3538	-1	1	934.666	1	934.666	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3539	395.02	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3539	70	1	575.886	1	575.886	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3540	437.35	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3540	97	1	769.483	1	769.483	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3541	557.6	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3541	210	1	840.127	1	840.127	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3542	528.36	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3542	-1	1	648.433	1	648.433	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3543	218.53	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3543	79	1	685.908	1	685.908	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3544	483.9	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3544	68	1	533.389	1	533.389	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3545	446.32	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3545	111	1	808.552	1	808.552	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3546	382.39	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3546	-1	1	368.316	1	368.316	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3547	356.12	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3547	-1	1	349.06	1	349.06	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3548	0.0	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3548	-1	1	99.0128	1	99.0128	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3549	211.9	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3549	-1	1	465.58	1	465.58	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3550	589.92	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3550	-1	1	723.572	1	723.572	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3551	203.02	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3551	-1	1	828.516	1	828.516	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3552	398.52	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3552	-1	1	721.378	1	721.378	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3553	176.67	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3553	492	1	386.238	1	386.238	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3554	594.02	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3554	-1	1	802.586	1	802.586	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3555	448.08	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3555	-1	1	542.355	1	542.355	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3556	501.67	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3556	-1	1	421.381	1	421.381	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3557	278.13	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3557	-1	1	741.388	1	741.388	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3558	368.34	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3558	141	1	457.282	1	457.282	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3559	286.94	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3559	347	1	572.365	1	572.365	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3560	354.54	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3560	287	1	731.405	1	731.405	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3561	572.39	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3561	20	1	869.148	1	869.148	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3562	602.21	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3562	-1	1	873.113	1	873.113	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3563	188.2	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3563	88	1	337.7	1	337.7	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3564	363.17	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3564	176	1	819.458	1	819.458	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3565	178.21	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3565	-1	1	541.26	1	541.26	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3566	393.98	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3566	-1	1	479.227	1	479.227	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3567	476.96	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3567	-1	1	344.316	1	344.316	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3568	550.25	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3568	-1	1	668.566	1	668.566	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3569	416.37	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3569	150	1	1139.62	1	1139.62	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3570	197.6	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3570	15	1	622.4	1	622.4	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3571	480.27	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3571	-1	1	919.596	1	919.596	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3572	435.64	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3572	-1	1	787.576	1	787.576	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3573	212.75	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3573	-1	1	589.341	1	589.341	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3574	389.4	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3574	39	1	611.343	1	611.343	0
 	G1	1	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3575	291.25	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3575	-1	1	286.202	1	286.202	0
 	G1	0	1	0	0	0	0	0	N/A	N/A	N/A	N/A	https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=61ba43c731174b01b3497307dfe9dc17&view=cluster_details&protein=3576	327.09	0.0	N/A	N/A	1807_Psoriasis_GNPS_v2.mgf	1	3576	-1	1	679.459	1	679.459	0
