#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
1608	M+H	59431968	1	Di(2-nonyl) phthalate	Isolated	NIST	0.0	spectra/specs_ms.pklbin1608	InChI=1S/C26H42O4/c1-5-7-9-11-13-17-21(3)29-25(27)23-19-15-16-20-24(23)26(28)30-22(4)18-14-12-10-8-6-2/h15-16,19-22H,5-14,17-18H2,1-4H3	N/A	HCD	Positive	ESI	419.316	lib-00026.mgf	Bronze	3	0.900488	0.727795	0.000305176	1	NIST17	NIST	419.316	N/A	524.98	3	CCCCCCCC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)CCCCCCC	1	419.315	specs_ms.pklbin	CCMSLIB00003718944	266012	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3097	M+H	130614061	1	1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.pklbin3097	InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h14,16,20-21,40H,6-13,15,17-19,22-39H2,1-5H3/b16-14-,21-20-/t40-/m1/s1	N/A	qTof	Positive	LC-ESI	758.569	lib-00026.mgf	Bronze	3	0.899629	10.7013	0.00811768	1	NIST17	NIST	758.569	N/A	534.61	3	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	1	758.561	specs_ms.pklbin	CCMSLIB00003173881	44455	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
904	M+H	2139471	1	Spectral Match to Nifenazone from NIST14	Isolated	Data deposited by mwang87	0.0	spectra/specs_ms.pklbin904	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	N/A	qTof	Positive	LC-ESI	309.148	lib-00025.mgf	Bronze	3	0.899569	11.6484	0.00360107	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	309.148	N/A	193.02	4	O=C(O)c1ccccc1O	1	309.144	specs_ms.pklbin	CCMSLIB00003137539	156508	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5944	[M+H]	N/A	1	Nobiletin	Commercial	Garg_Neha	402.131	spectra/specs_ms.pklbin5944	N/A	N/A	qTof	Positive	LC-ESI	403.139	lib-00004.mgf	Gold	1	0.89915	5.45039	0.00219727	1	GNPS-NIH-CLINICALCOLLECTION1	Dorrestein	403.139	N/A	305.1	9	COc1ccc(cc1OC)c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2	1	403.137	specs_ms.pklbin	CCMSLIB00000078911	74405	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
2394	M+Na	N/A	1	Incorrect annotation	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.pklbin2394	 	N/A	qTof	Positive	LC-ESI	0.0	lib-00025.mgf	Bronze	3	0.897578	1.88409	0.000976562	1	GNPS-NIST14-MATCHES	Data from PDorrestein	0.0	N/A	356.02	4	 	1	518.32	specs_ms.pklbin	CCMSLIB00003136158	3107	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3298	M+H	3319311	1	Tri-2-ethylhexyl trimellitate	Isolated	NIST	0.0	spectra/specs_ms.pklbin3298	InChI=1S/C33H54O6/c1-7-13-16-25(10-4)22-37-31(34)28-19-20-29(32(35)38-23-26(11-5)17-14-8-2)30(21-28)33(36)39-24-27(12-6)18-15-9-3/h19-21,25-27H,7-18,22-24H2,1-6H3	N/A	IT-FT/ion trap with FTMS	Positive	ESI	547.399	lib-00026.mgf	Bronze	3	0.896355	1.8955	0.0010376	1	NIST17	NIST	547.399	N/A	469.58	8	CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC	1	547.4	specs_ms.pklbin	CCMSLIB00003310239	60138	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1407	M+H-H2O	123999	1	Azelaic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin1407	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	N/A	HCD	Positive	ESI	171.102	lib-00026.mgf	Bronze	3	0.896136	1.15934	0.000198364	1	NIST17	NIST	171.102	N/A	193.66	6	C(CCCC(=O)O)CCCC(=O)O	1	171.101	specs_ms.pklbin	CCMSLIB00003465529	13268	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
375	M+H	N/A	1	TriamcinoloneAcetonide	Isolated	Ed Esquenazi 	0.0	spectra/specs_ms.pklbin375	N/A	N/A	qTof	Positive	LC-ESI	435.218	lib-00007.mgf	Bronze	3	0.895914	1.82313	0.000793457	1	GNPS-SELLECKCHEM-FDA-PART1	Sirenas	435.218	N/A	255.37	14	N/A	1	435.217	specs_ms.pklbin	CCMSLIB00000005220	141007	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1128	M+H	N/A	1	Spectral Match to Phe-Leu from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.pklbin1128	InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)	N/A	qTof	Positive	LC-ESI	279.17	lib-00025.mgf	Bronze	3	0.895046	1.85836	0.000518799	1	GNPS-NIST14-MATCHES	Data from Chris Turck	279.17	N/A	164.91	7	CC(CC(NC(C(N)CC1=CC=CC=C1)=O)C(O)=O)C	1	279.169	specs_ms.pklbin	CCMSLIB00003134492	37716	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
4318	M+H	70356091	1	Spectral Match to Avobenzone from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.pklbin4318	N/A	N/A	HCD	Positive	ESI	311.164	lib-00025.mgf	Bronze	3	0.894964	1.27498	0.000396729	1	GNPS-NIST14-MATCHES	Data from P.Dorrestein	311.164	N/A	374.1	4	N/A	1	311.164	specs_ms.pklbin	CCMSLIB00003136058	53172	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1223	M+H	78513	1	Tris(2-butoxyethyl) phosphate	Isolated	NIST	0.0	spectra/specs_ms.pklbin1223	InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3	N/A	HCD	Positive	ESI	399.251	lib-00026.mgf	Bronze	3	0.893154	1.75805	0.000701904	1	NIST17	NIST	399.251	N/A	371.94	10	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC	1	399.25	specs_ms.pklbin	CCMSLIB00003265639	45179	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1291	M+H	3443821	1	Spectral Match to 2-Linoleoylglycerol from NIST14	Isolated	Data deposited by tal_lk	0.0	spectra/specs_ms.pklbin1291	InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-20(18-22)19-23/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6-,10-9-	N/A	qTof	Positive	LC-ESI	355.286	lib-00025.mgf	Bronze	3	0.892729	9.62033	0.00341797	1	GNPS-NIST14-MATCHES	Data from Cichewicz	355.286	N/A	355.13	12	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO	1	355.283	specs_ms.pklbin	CCMSLIB00003136187	16298	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
427	M+H	n/a	1	1-desoxymethylsphinganine	commercial	lfnothias	301.298	spectra/specs_ms.pklbin427	n/a	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	302.305	lib-00021.mgf	Gold	1	0.890981	1.0095	0.000305176	1	GNPS-COLLECTIONS-MISC	Dorrestein/Wu	302.305	n/a	337.49	6	CCCCCCCCCCCCCCC[C@H](CN)O	1	302.305	specs_ms.pklbin	CCMSLIB00001058181	93712	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
1307	M+NH4	n/a	1	NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol	isolated	lfnothias	582.231	spectra/specs_ms.pklbin1307	InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	600.265	lib-00001.mgf	Gold	1	0.890526	0.203361	0.00012207	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	600.265	n/a	170.89	9	COC1=CC(=CC(OC)=C1O)C2C(COC3OC(CO)C(O)C(O)C3O)C(CO)CC4=C2C(OC)=C(O)C(OC)=C4	1	600.265	specs_ms.pklbin	CCMSLIB00000847309	133459	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
5449	M+H-H2O	104676	1	.gamma.-Undecalactone	Isolated	NIST	0.0	spectra/specs_ms.pklbin5449	InChI=1S/C11H20O2/c1-2-3-4-5-6-7-10-8-9-11(12)13-10/h10H,2-9H2,1H3	N/A	IT-FT/ion trap with FTMS	Positive	ESI	167.143	lib-00026.mgf	Bronze	3	0.890043	1.18679	0.000198364	1	NIST17	NIST	167.143	N/A	167.31	5	CCCCCCCC1CCC(=O)O1	1	167.143	specs_ms.pklbin	CCMSLIB00003577488	6727	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1361	M+H-CH5N	72695	1	Nortriptyline	Isolated	NIST	0.0	spectra/specs_ms.pklbin1361	InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3	N/A	HCD	Positive	ESI	233.133	lib-00026.mgf	Bronze	3	0.889883	0	0	1	NIST17	NIST	233.133	N/A	250.8	7	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	1	233.133	specs_ms.pklbin	CCMSLIB00003362402	3648	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
1388	M+H	624179	1	Spectral Match to Diethyl azelate from NIST14	Isolated	Data deposited by lfnothias	0.0	spectra/specs_ms.pklbin1388	InChI=1S/C13H24O4/c1-3-16-12(14)10-8-6-5-7-9-11-13(15)17-4-2/h3-11H2,1-2H3	N/A	qTof	Positive	LC-ESI	245.175	lib-00025.mgf	Bronze	3	0.888479	0.809072	0.000198364	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	245.175	N/A	350.53	9	CCOC(=O)CCCCCCCC(=O)OCC	1	245.175	specs_ms.pklbin	CCMSLIB00003135402	53613	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2513	M+H	115866	1	Spectral Match to Triphenyl phosphate from NIST14	Isolated	Data deposited by amelnik	0.0	spectra/specs_ms.pklbin2513	InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H	N/A	qTof	Positive	LC-ESI	327.079	lib-00025.mgf	Bronze	3	0.887754	3.07901	0.00100708	1	GNPS-NIST14-MATCHES	Data from P.Dorrestein	327.079	N/A	355.81	7	O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3	1	327.078	specs_ms.pklbin	CCMSLIB00003138054	13090	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2917	M+H	6099043	1	3-Methoxycinnamic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin2917	InChI=1S/C10H10O3/c1-13-9-4-2-3-8(7-9)5-6-10(11)12/h2-7H,1H3,(H,11,12)/b6-5+	N/A	HCD	Positive	ESI	179.07	lib-00026.mgf	Bronze	3	0.887082	2.81197	0.00050354	1	NIST17	NIST	179.07	N/A	435.97	3	COC1=CC=CC(=C1)C=CC(=O)O	1	179.07	specs_ms.pklbin	CCMSLIB00003659534	9628	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
6115	M+H-H2O	36062041	1	Tetrahydrocurcumin	Isolated	NIST	0.0	spectra/specs_ms.pklbin6115	InChI=1S/C21H24O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h5-6,9-12,24-25H,3-4,7-8,13H2,1-2H3	N/A	HCD	Positive	ESI	355.154	lib-00026.mgf	Bronze	3	0.886591	0.515566	0.000183105	1	NIST17	NIST	355.154	N/A	302.29	3	COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O	1	355.154	specs_ms.pklbin	CCMSLIB00003271323	656	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5711	M+H+2i	27523406	1	Isoconazole	Isolated	NIST	0.0	spectra/specs_ms.pklbin5711	InChI=1S/C18H14Cl4N2O/c19-12-4-5-13(17(22)8-12)18(9-24-7-6-23-11-24)25-10-14-15(20)2-1-3-16(14)21/h1-8,11,18H,9-10H2	N/A	HCD	Positive	ESI	416.991	lib-00026.mgf	Bronze	3	0.883995	0.731853	0.000305176	1	NIST17	NIST	416.991	N/A	307.07	4	C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl	1	416.991	specs_ms.pklbin	CCMSLIB00003687142	17319	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
209	M+H	84742	1	Spectral Match to Dibutyl phthalate from NIST14	Isolated	Data deposited by abouslimani	0.0	spectra/specs_ms.pklbin209	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	N/A	qTof	Positive	LC-ESI	279.161	lib-00025.mgf	Bronze	3	0.882654	7.21505	0.00201416	1	GNPS-NIST14-MATCHES	Data from Maria Gloria Dominguez-Bello and Pieter Dorrestein	279.161	N/A	382.19	5	CCCCOC(c1c(C(OCCCC)=O)cccc1)=O	1	279.159	specs_ms.pklbin	CCMSLIB00003140244	19612	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
790	M+H	N/A	1	Spectral Match to PyroGlu-Phe from NIST14	Isolated	Data deposited by daniel	0.0	spectra/specs_ms.pklbin790	InChI=1S/C14H16N2O4/c17-12-7-6-10(15-12)13(18)16-11(14(19)20)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H,15,17)(H,16,18)(H,19,20)/t10-,11-/m0/s1	N/A	qTof	Positive	LC-ESI	277.119	lib-00025.mgf	Bronze	3	0.88221	3.96448	0.00109863	1	GNPS-NIST14-MATCHES	Data from System Wide MS course 	277.119	N/A	162.46	8	O=C(N[C@@](C(O)=O)([H])CC1=CC=CC=C1)[C@H]2NC(CC2)=O	1	277.118	specs_ms.pklbin	CCMSLIB00003137591	20112	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5162	M-H2O+H	n/a	1	NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-	isolated	lfnothias	432.215	spectra/specs_ms.pklbin5162	InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	415.211	lib-00001.mgf	Gold	1	0.876483	0	0	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	415.211	n/a	157.75	5	CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@]2(C)[C@H](CC[C@@]34O[C@@H]3C/5=C(C)/C(=O)O[C@@H]5C[C@@H]24)C1(C)C	1	415.211	specs_ms.pklbin	CCMSLIB00000853048	57421	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
4454	M+H	N/A	1	Incorrect annotation	Isolated	Data deposited by alchemistmatt	0.0	spectra/specs_ms.pklbin4454	N/A	N/A	qTof	Positive	LC-ESI	0.0	lib-00025.mgf	Bronze	3	0.875538	0	0	1	GNPS-NIST14-MATCHES	Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric	0.0	N/A	393.32	6	N/A	1	209.19	specs_ms.pklbin	CCMSLIB00003136907	10808	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5298	M-H	73804645	1	13-Hydroxy-9Z,11E-octadecadienoic acid	Isolated	NIST	0.0	spectra/specs_ms.pklbin5298	InChI=1S/C18H32O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15,17,19H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7-,15-12+	N/A	HCD	Negative	ESI	295.228	lib-00026.mgf	Bronze	3	0.875058	5.06511	0.00149536	1	NIST17	NIST	295.228	N/A	159.49	4	CCCCCC(C=CC=CCCCCCCCC(=O)O)O	1	295.226	specs_ms.pklbin	CCMSLIB00003247831	8221	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
6319	M+	 	1	Benzalkonium chloride (C12)	Lysate	Quinn	0.0	spectra/specs_ms.pklbin6319	InChI=1S/C21H38N/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21/h13-15,17-18H,4-12,16,19-20H2,1-3H3/q+1	 	qTof	Positive	LC-ESI	304.29	lib-00011.mgf	Bronze	3	0.874192	26.878	0.00817871	1	GNPS-LIBRARY	Dorrestein	304.29	 	159.63	3	C[N+](CCCCCCCCCCCC)(Cc1ccccc1)C	1	304.298	specs_ms.pklbin	CCMSLIB00000531495	1382	UPDATE-SINGLE-ANNOTATED-BRONZE	Quaternary Ammonium Compound[Chemical Family]	specs_ms.pklbin
1086	M+H-H2O	7439432	1	4-Hydroperoxy-2-nonenal	Isolated	NIST	0.0	spectra/specs_ms.pklbin1086	InChI=1S/C9H16O3/c1-2-3-4-6-9(12-11)7-5-8-10/h5,7-9,11H,2-4,6H2,1H3/b7-5+	N/A	HCD	Positive	ESI	155.107	lib-00026.mgf	Bronze	3	0.873262	1.27889	0.000198364	1	NIST17	NIST	155.107	N/A	257.71	3	CCCCCC(C=CC=O)OO	1	155.107	specs_ms.pklbin	CCMSLIB00003582369	21904	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3274	[M+H]+	2903-45-9	1	MassbankEU:ET080102 LID_251.1754_11.0|Lidocaine N-Oxide|2-(2,6-dimethylanilino)-N,N-diethyl-2-oxoethanamine oxide	Isolated	Massbank	0.0	spectra/specs_ms.pklbin3274	1S/C14H22N2O2/c1-5-16(18,6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)	N/A	LC-ESI-QFT	Positive	ESI	251.175	lib-00010.mgf	Bronze	3	0.871844	2.79448	0.000701904	1	MASSBANKEU	Massbank EU	251.175	N/A	176.02	4	CC[N+]([O-])(CC)CC(=O)NC1=C(C)C=CC=C1C	1	251.176	specs_ms.pklbin	CCMSLIB00000578589	2102	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2327	M+H	 	1	cis-9,10-methylene-hexadecanoic acid	Crude	M Sandoval	268.24	spectra/specs_ms.pklbin2327	 InChI=1S/C17H32O2/c1-2-3-4-8-11-15-14-16(15)12-9-6-5-7-10-13-17(18)19/h15-16H,2-14H2,1H3,(H,18,19)/t15-,16+/m0/s1	 	qTof	Positive	LC-ESI	269.248	lib-00011.mgf	Bronze	3	0.869114	1.8135	0.000488281	1	GNPS-LIBRARY	Dorrestein	269.248	 	449.3	10	CCCCCCC1CC1CCCCCCCC(=O)O	1	269.247	specs_ms.pklbin	CCMSLIB00000075362	73180	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5176	M+H	131860-33-8	0	Azoxystrobin	Isolated	N/A	0.0	spectra/specs_ms.pklbin5176	InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+	N/A	qTof	Positive	LC-ESI	404.124	lib-00027.mgf	Bronze	3	0.869026	1.20825	0.000488281	1	METLIN	Metlin	404.124	N/A	315.49	6	COC=C(C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)C(=O)OC	1	404.124	specs_ms.pklbin	CCMSLIB00000506669	14427	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5174	M+H	5593204	1	Betamethasone dipropionate	Isolated	NIST	0.0	spectra/specs_ms.pklbin5174	InChI=1S/C28H37FO7/c1-6-23(33)35-15-22(32)28(36-24(34)7-2)16(3)12-20-19-9-8-17-13-18(30)10-11-25(17,4)27(19,29)21(31)14-26(20,28)5/h10-11,13,16,19-21,31H,6-9,12,14-15H2,1-5H3/t16-,19?,20?,21?,25-,26-,27-,28-/m0/s1	N/A	HCD	Positive	ESI	505.26	lib-00026.mgf	Bronze	3	0.868388	3.92599	0.00198364	1	NIST17	NIST	505.26	N/A	343.55	12	CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC	1	505.262	specs_ms.pklbin	CCMSLIB00003284584	33716	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
2018	M+H	6809707	1	Spectral Match to Undecaethylene glycol from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.pklbin2018	InChI=1S/C22H46O12/c23-1-3-25-5-7-27-9-11-29-13-15-31-17-19-33-21-22-34-20-18-32-16-14-30-12-10-28-8-6-26-4-2-24/h23-24H,1-22H2	N/A	qTof	Positive	LC-ESI	503.311	lib-00025.mgf	Bronze	3	0.867946	9.94392	0.00500488	1	GNPS-NIST14-MATCHES	Data from Karly Nisson	503.311	N/A	173.72	19	OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO	1	503.306	specs_ms.pklbin	CCMSLIB00003135327	263698	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
3427	M+H	17364168	1	1-Palmitoyl-sn-glycero-3-phosphocholine	Isolated	NIST	0.0	spectra/specs_ms.pklbin3427	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1	N/A	Q-TOF	Positive	ESI	496.34	lib-00026.mgf	Bronze	3	0.867772	20.3516	0.0101013	1	NIST17	NIST	496.34	N/A	400.34	6	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O	1	496.33	specs_ms.pklbin	CCMSLIB00003235171	18395	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
6104	M+H	112845	1	Erucamide	Isolated	NIST	0.0	spectra/specs_ms.pklbin6104	InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-	N/A	HCD	Positive	ESI	338.342	lib-00026.mgf	Bronze	3	0.866583	1.17257	0.000396729	1	NIST17	NIST	338.342	N/A	216.69	12	CCCCCCCCC=CCCCCCCCCCCCC(=O)N	1	338.341	specs_ms.pklbin	CCMSLIB00003270768	30499	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
5889	[M+H]+	85-44-9	1	Massbank:FIO00303 Phthalic anhydride	Isolated	Massbank	0.0	spectra/specs_ms.pklbin5889	1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H	N/A	LC-ESI-QTOF	Positive	ESI	149.024	lib-00003.mgf	Bronze	3	0.865162	7.37219	0.00109863	1	MASSBANK	Putative Massbank Match	149.024	N/A	165.21	4	O=c(o1)c(c2)c(ccc2)c(=O)1	1	149.023	specs_ms.pklbin	CCMSLIB00000214010	2485	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
795	M+H	n/a	1	NCGC00180666-02!(2R,3S,4S,5R,6S)-2-[(3,4,5-trihydroxyoxan-2-yl)oxymethyl]-6-(3,4,5-trimethoxyphenoxy)oxane-3,4,5-triol	isolated	lfnothias	478.169	spectra/specs_ms.pklbin795	InChI=1S/C20H30O13/c1-27-10-4-8(5-11(28-2)18(10)29-3)32-20-17(26)15(24)14(23)12(33-20)7-31-19-16(25)13(22)9(21)6-30-19/h4-5,9,12-17,19-26H,6-7H2,1-3H3/t9?,12-,13?,14-,15+,16?,17-,19?,20-/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	479.176	lib-00001.mgf	Gold	1	0.865126	0.827939	0.000396729	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	479.176	n/a	144.88	15	COC1=CC(O[C@@H]2O[C@H](COC3OCC(O)C(O)C3O)[C@@H](O)[C@H](O)[C@H]2O)=CC(OC)=C1OC	1	479.176	specs_ms.pklbin	CCMSLIB00000848140	105266	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin
515	M+Na	59431968	1	Di(2-nonyl) phthalate	Isolated	NIST	0.0	spectra/specs_ms.pklbin515	InChI=1S/C26H42O4/c1-5-7-9-11-13-17-21(3)29-25(27)23-19-15-16-20-24(23)26(28)30-22(4)18-14-12-10-8-6-2/h15-16,19-22H,5-14,17-18H2,1-4H3	N/A	HCD	Positive	ESI	441.298	lib-00026.mgf	Bronze	3	0.863421	0.414925	0.000183105	1	NIST17	NIST	441.298	N/A	527.72	3	CCCCCCCC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)CCCCCCC	1	441.298	specs_ms.pklbin	CCMSLIB00003718982	1504	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin
